AAV,Age,CapPerc,Dollars,From,Player,Position,To,Year,Years
9500000.0,27,5.36,47500000.0,NYG,Weston Richburg,C,SF,2018.0,5.0
9000000.0,26,5.08,45000000.0,DAL,Anthony Hitchens,ILB,KC,2018.0,5.0
8955000.0,28,5.05,44775000.0,NYG,Justin Pugh,G,ARI,2018.0,5.0
10500000.0,27,5.93,42000000.0,BAL,Ryan Jensen,C,TB,2018.0,4.0
14000000.0,25,7.9,42000000.0,JAC,Allen Robinson,WR,CHI,2018.0,3.0
8000000.0,28,4.51,40000000.0,PHI,Nigel Bradham,OLB,PHI,2018.0,5.0
8000000.0,26,4.51,40000000.0,SEA,Paul Richardson,WR,WAS,2018.0,5.0
7300000.0,27,4.12,36500000.0,PIT,Chris Hubbard,T,CLE,2018.0,5.0
18000000.0,30,10.16,36000000.0,MIN,Case Keenum,QB,DEN,2018.0,2.0
8500000.0,26,4.8,34000000.0,JAC,Aaron Colvin,CB,HOU,2018.0,4.0
8500000.0,26,4.8,34000000.0,JAC,Marqise Lee,WR,JAC,2018.0,4.0
8000000.0,26,4.51,32000000.0,PHI,Trey Burton,TE,CHI,2018.0,4.0
7750000.0,28,4.37,31000000.0,OAK,Travis Carrie,CB,CLE,2018.0,4.0
7500000.0,26,4.23,30000000.0,MIN,Jerick McKinnon,RB,SF,2018.0,4.0
10000000.0,31,5.64,30000000.0,SEA,Jimmy Graham,TE,GB,2018.0,3.0
9333333.0,28,5.27,28000000.0,ATL,Dontari Poe,DT,CAR,2018.0,3.0
7000000.0,26,3.95,28000000.0,KC,Zach Fulton,G,HOU,2018.0,4.0
6850000.0,27,3.87,27400000.0,WAS,Spencer Long,C,NYJ,2018.0,4.0
9050000.0,30,5.11,27150000.0,SEA,Richard Sherman,CB,SF,2018.0,3.0
9000000.0,29,5.08,27000000.0,CHI,Prince Amukamara,CB,CHI,2018.0,3.0
6625000.0,28,3.74,26500000.0,TEN,Josh Kline,G,TEN,2018.0,4.0
6500000.0,27,3.67,26000000.0,ATL,Taylor Gabriel,WR,CHI,2018.0,4.0
8000000.0,29,4.51,24000000.0,NYJ,emario Davis,OLB,NO,2018.0,3.0
8000000.0,26,4.51,24000000.0,KC,Albert Wilson,WR,MIA,2018.0,3.0
7666667.0,30,4.33,23000000.0,PHI,Vinny Curry,DE,TB,2018.0,3.0
7500000.0,27,4.23,22500000.0,WAS,Trent Murphy,DE,BUF,2018.0,3.0
7500000.0,26,4.23,22500000.0,TEN,Avery Williamson,ILB,NYJ,2018.0,3.0
7000000.0,30,3.95,21000000.0,OAK,Michael Crabtree,WR,BAL,2018.0,3.0
7000000.0,28,3.95,21000000.0,WAS,Zach Brown,ILB,WAS,2018.0,3.0
7000000.0,26,3.95,21000000.0,TEN,DaQuan Jones,DT,TEN,2018.0,3.0
5000000.0,30,2.82,20000000.0,PHI,Patrick Robinson,CB,NO,2018.0,4.0
20000000.0,30,11.29,20000000.0,MIN,Sam Bradford,QB,ARI,2018.0,1.0
4950000.0,27,2.79,19800000.0,NE,Dion Lewis,RB,TEN,2018.0,4.0
6333333.0,28,3.57,19000000.0,DET,Tahir Whitehead,LB,OAK,2018.0,3.0
6333333.0,28,3.57,19000000.0,DET,D.J. Hayden,CB,JAC,2018.0,3.0
5933333.0,28,3.35,17800000.0,OAK,Denico Autry,DE,IND,2018.0,3.0
5750000.0,27,3.24,17250000.0,NYG,Devon Kennard,OLB,DET,2018.0,3.0
5450000.0,30,3.08,16350000.0,CAR,Kurt Coleman,FS,NO,2018.0,3.0
5225000.0,26,2.95,15675000.0,LAR,Nickell Robey-Coleman,CB,LAR,2018.0,3.0
5083333.0,27,2.87,15250000.0,SF,Carlos Hyde,RB,CLE,2018.0,3.0
7500000.0,29,4.23,15000000.0,MIA,Mike Pouncey,C,LAC,2018.0,2.0
5000000.0,26,2.82,15000000.0,PHI,Beau Allen,DT,TB,2018.0,3.0
5000000.0,26,2.82,15000000.0,DEN,Todd Davis,ILB,DEN,2018.0,3.0
5000000.0,26,2.82,15000000.0,ARI,Kareem Martin,OLB,NYG,2018.0,3.0
3750000.0,26,2.12,15000000.0,MIA,Cody Parkey,K,CHI,2018.0,4.0
7100000.0,33,4.01,14200000.0,GB,Jordy Nelson,WR,OAK,2018.0,2.0
14000000.0,31,7.9,14000000.0,MIA,Ndamukong Suh,DT,LAR,2018.0,1.0
6750000.0,32,3.81,13500000.0,CHI,Josh Sitton,G,MIA,2018.0,2.0
6500000.0,25,3.67,13000000.0,DET,ic Ebron,TE,IND,2018.0,2.0
4250000.0,30,2.4,12750000.0,SF,Brandon Fusco,G,ATL,2018.0,3.0
6000000.0,26,3.39,12000000.0,JAC,Allen Hurns,WR,DAL,2018.0,2.0
4000000.0,32,2.26,12000000.0,DET,Darren Fells,TE,CLE,2018.0,3.0
4000000.0,28,2.26,12000000.0,NO,Senio Kelemete,G,HOU,2018.0,3.0
4000000.0,25,2.26,12000000.0,CLE,Isaiah Crowell,RB,NYJ,2018.0,3.0
6000000.0,32,3.39,12000000.0,NE,Danny Amendola,WR,MIA,2018.0,2.0
4000000.0,30,2.26,12000000.0,CIN,Chris Smith,DE,CLE,2018.0,3.0
5375000.0,33,3.03,10750000.0,LAR,John Sullivan,C,LAR,2018.0,2.0
3566667.0,31,2.01,10700000.0,CAR,Ed Dickson,TE,SEA,2018.0,3.0
3500000.0,27,1.98,10500000.0,NYJ,Mike Pennel,DT,NYJ,2018.0,3.0
3500000.0,31,1.98,10500000.0,CHI,Mitch Unrein,DE,TB,2018.0,3.0
5000000.0,35,2.82,10000000.0,ARI,Tramon Williams,CB,GB,2018.0,2.0
5000000.0,30,2.82,10000000.0,ATL,Adrian Clayborn,DE,NE,2018.0,2.0
5000000.0,34,2.82,10000000.0,HOU,nathan Joseph,CB,HOU,2018.0,2.0
3333333.0,26,1.88,10000000.0,KC,Terrance Mitchell,CB,CLE,2018.0,3.0
5000000.0,27,2.82,10000000.0,CIN,A.J. McCarron,QB,BUF,2018.0,2.0
5000000.0,31,2.82,10000000.0,NO,Chase Daniel,QB,CHI,2018.0,2.0
10000000.0,39,5.64,10000000.0,NYJ,Josh McCown,QB,NYJ,2018.0,1.0
3250000.0,27,1.83,9750000.0,NYJ,handler Catanzaro,K,TB,2018.0,3.0
3250000.0,28,1.83,9750000.0,NE,Rex Burkhead,RB,NE,2018.0,3.0
9600000.0,25,5.42,9600000.0,IND,Donte Moncrief,WR,JAC,2018.0,1.0
4600000.0,27,2.6,9200000.0,DET,Nevin Lawson,CB,DET,2018.0,2.0
3000000.0,30,1.69,9000000.0,OAK,Lee Smith,TE,OAK,2018.0,3.0
2866667.0,30,1.62,8600000.0,DEN,Virgil Green,TE,LAC,2018.0,3.0
2800000.0,27,1.58,8400000.0,SF,Brock Coyle,OLB,SF,2018.0,3.0
8000000.0,27,4.51,8000000.0,SEA,Sheldon Richardson,DT,MIN,2018.0,1.0
4000000.0,28,2.26,8000000.0,CHI,Mike Glennon,QB,ARI,2018.0,2.0
2650000.0,33,1.5,7950000.0,CIN,Kevin Huber,P,CIN,2018.0,3.0
2500000.0,28,1.41,7500000.0,MIN,Jarius Wright,WR,CAR,2018.0,3.0
2500000.0,36,1.41,7500000.0,KC,Dustin Colquitt,P,KC,2018.0,3.0
7000000.0,26,3.95,7000000.0,ARI,Tyrann Mathieu,FS,HOU,2018.0,1.0
7000000.0,28,3.95,7000000.0,NYJ,Morris Claiborne,CB,NYJ,2018.0,1.0
3500000.0,28,1.98,7000000.0,DET,Tavon Wilson,SS,DET,2018.0,2.0
3400000.0,27,1.92,6800000.0,IND,Barkevious Mingo,OLB,SEA,2018.0,2.0
3400000.0,31,1.92,6800000.0,CAR,Jonathan Stewart,RB,NYG,2018.0,2.0
3393750.0,27,1.92,6787500.0,NO,Alex Okafor,DE,NO,2018.0,2.0
3350000.0,33,1.89,6700000.0,JAC,Chad Henne,QB,KC,2018.0,2.0
3300000.0,27,1.86,6600000.0,NYG,Ross Cockrell,CB,CAR,2018.0,2.0
3250000.0,34,1.83,6500000.0,ARI,Drew Stanton,QB,CLE,2018.0,2.0
3175000.0,27,1.79,6350000.0,CHI,Christian Jones,LB,DET,2018.0,2.0
3125000.0,28,1.76,6250000.0,NE,Johnson Bademosi,CB,HOU,2018.0,2.0
2000000.0,29,1.13,6000000.0,OAK,Marquette King,P,DEN,2018.0,3.0
6000000.0,26,3.39,6000000.0,MIN,Teddy Bridgewater,QB,NYJ,2018.0,1.0
2850000.0,29,1.61,5700000.0,TEN,Da'Norris Searcy,SS,CAR,2018.0,2.0
1858333.0,29,1.05,5575000.0,ARI,Josh Bynes,ILB,ARI,2018.0,3.0
1850000.0,28,1.04,5550000.0,LAR,Derek Carrier,TE,OAK,2018.0,3.0
5500000.0,28,3.1,5500000.0,IND,Rashaan Melvin,CB,OAK,2018.0,1.0
2750000.0,28,1.55,5500000.0,ARI,Jaron Brown,WR,SEA,2018.0,2.0
2750000.0,28,1.55,5500000.0,JAC,Lerentee McCray,DE,JAC,2018.0,2.0
5500000.0,27,3.1,5500000.0,CIN,Tyler Eifert,TE,CIN,2018.0,1.0
2750000.0,29,1.55,5500000.0,CHI,Sam Acho,OLB,CHI,2018.0,2.0
5500000.0,35,3.1,5500000.0,BUF,Kyle Williams,DT,BUF,2018.0,1.0
2750000.0,30,1.55,5500000.0,JAC,Chris Ivory,RB,BUF,2018.0,2.0
2625000.0,26,1.48,5250000.0,KC,Kevin Pierre-Louis,OLB,NYJ,2018.0,2.0
2625000.0,29,1.48,5250000.0,LAR,Cody Davis,FS,JAC,2018.0,2.0
2600000.0,32,1.47,5200000.0,NE,Matthew Slater,WR,NE,2018.0,2.0
2525000.0,26,1.42,5050000.0,ARI,Xavier Williams,DT,KC,2018.0,2.0
5000000.0,27,2.82,5000000.0,WAS,Ryan Grant,WR,IND,2018.0,1.0
2500000.0,26,1.41,5000000.0,CIN,Russell Bodine,C,BUF,2018.0,2.0
2500000.0,30,1.41,5000000.0,LAC,Kenny Wiggins,G,DET,2018.0,2.0
2500000.0,27,1.41,5000000.0,LAC,Michael Schofield,G,LAC,2018.0,2.0
5000000.0,38,2.82,5000000.0,CAR,Julius Peppers,DE,CAR,2018.0,1.0
5000000.0,28,2.82,5000000.0,ARI,John Brown,WR,BAL,2018.0,1.0
2500000.0,29,1.41,5000000.0,NE,Nate Ebner,FS,NE,2018.0,2.0
5000000.0,29,2.82,5000000.0,NYJ,Muhammad Wilkerson,DT,GB,2018.0,1.0
4950000.0,28,2.79,4950000.0,DAL,Jonathan Cooper,G,SF,2018.0,1.0
2375000.0,29,1.34,4750000.0,WAS,Niles Paul,TE,JAC,2018.0,2.0
2225000.0,29,1.26,4450000.0,PHI,Caleb Sturgis,K,LAC,2018.0,2.0
1067500.0,31,0.6,4270000.0,CHI,Andrew DePaola,LS,OAK,2018.0,4.0
4050000.0,33,2.29,4050000.0,MIA,William Hayes,DE,MIA,2018.0,1.0
4000000.0,28,2.26,4000000.0,KC,Bennie Logan,DT,TEN,2018.0,1.0
2000000.0,28,1.13,4000000.0,ARI,Blaine Gabbert,QB,TEN,2018.0,2.0
2000000.0,28,1.13,4000000.0,MIA,Michael Thomas,FS,NYG,2018.0,2.0
2000000.0,32,1.13,4000000.0,TB,Evan Smith,C,TB,2018.0,2.0
4000000.0,26,2.26,4000000.0,BUF,E.J. Gaines,CB,CLE,2018.0,1.0
4000000.0,32,2.26,4000000.0,BAL,Mike Wallace,WR,PHI,2018.0,1.0
2000000.0,27,1.13,4000000.0,IND,Jon Bostic,ILB,PIT,2018.0,2.0
4000000.0,25,2.26,4000000.0,BUF,Preston Brown,ILB,CIN,2018.0,1.0
4000000.0,29,2.26,4000000.0,HOU,Marcus Gilchrist,SS,OAK,2018.0,1.0
4000000.0,25,2.26,4000000.0,SF,Aaron Lynch,OLB,CHI,2018.0,1.0
2000000.0,26,1.13,4000000.0,NYJ,Terrence Brooks,FS,NYJ,2018.0,2.0
4000000.0,26,2.26,4000000.0,BUF,Seantrel Henderson,RT,HOU,2018.0,1.0
3750000.0,31,2.12,3750000.0,BAL,Austin Howard,RT,IND,2018.0,1.0
1800000.0,27,1.02,3600000.0,GB,Joe Thomas,ILB,DAL,2018.0,2.0
1750000.0,31,0.99,3500000.0,LAR,Connor Barwin,OLB,NYG,2018.0,2.0
1750000.0,30,0.99,3500000.0,CHI,Sherrick McManis,CB,CHI,2018.0,2.0
1750000.0,31,0.99,3500000.0,NO,Rafael Bush,FS,BUF,2018.0,2.0
3350000.0,30,1.89,3350000.0,SEA,Deshawn Shead,CB,DET,2018.0,1.0
1550000.0,27,0.87,3100000.0,ARI,Matt Barkley,QB,CIN,2018.0,2.0
3015000.0,32,1.7,3015000.0,HOU,Breno Giacomini,RT,OAK,2018.0,1.0
1500000.0,26,0.85,3000000.0,DAL,Keith Smith,FB,OAK,2018.0,2.0
3000000.0,34,1.69,3000000.0,DET,Haloti Ngata,DT,PHI,2018.0,1.0
1500000.0,27,0.85,3000000.0,NYJ,Julian Stanford,OLB,BUF,2018.0,2.0
3000000.0,30,1.69,3000000.0,MIN,Tramaine Brock,CB,DEN,2018.0,1.0
3000000.0,30,1.69,3000000.0,TB,Chris Baker,DT,CIN,2018.0,1.0
1375000.0,29,0.78,2750000.0,DAL,Kyle Wilber,OLB,OAK,2018.0,2.0
1350000.0,27,0.76,2700000.0,MIA,Walt Aikens,FS,MIA,2018.0,2.0
2500000.0,38,1.41,2500000.0,LAC,Antonio Gates,TE,LAC,2018.0,1.0
2500000.0,25,1.41,2500000.0,NE,Cameron Fleming,T,DAL,2018.0,1.0
2500000.0,34,1.41,2500000.0,OAK,Reggie Nelson,FS,OAK,2018.0,1.0
2500000.0,28,1.41,2500000.0,SEA,Luke Willson,TE,DET,2018.0,1.0
2500000.0,32,1.41,2500000.0,LAC,Matt Slauson,G,IND,2018.0,1.0
2500000.0,25,1.41,2500000.0,DEN,Cody Latimer,WR,NYG,2018.0,1.0
2500000.0,29,1.41,2500000.0,NYJ,Benjamin Ijalana,RT,NYJ,2018.0,1.0
2500000.0,29,1.41,2500000.0,DEN,Donald Stephenson,LT,CLE,2018.0,1.0
1247500.0,31,0.7,2495000.0,DET,Don Carey,SS,JAC,2018.0,2.0
2250000.0,27,1.27,2250000.0,LAR,Kayvon Webster,CB,HOU,2018.0,1.0
2250000.0,26,1.27,2250000.0,OAK,David Amerson,CB,KC,2018.0,1.0
1100000.0,28,0.62,2200000.0,NO,Zach Line,FB,NO,2018.0,2.0
2100000.0,34,1.19,2100000.0,JAC,Marcedes Lewis,TE,GB,2018.0,1.0
1050000.0,28,0.59,2100000.0,DAL,Joe Looney,C,DAL,2018.0,2.0
2100000.0,27,1.19,2100000.0,MIN,amar Stephen,DT,SEA,2018.0,1.0
2015000.0,40,1.14,2015000.0,OAK,Sebastian Janikowski,K,SEA,2018.0,1.0
2000000.0,26,1.13,2000000.0,IND,Johnathan Hankins,DT,OAK,2018.0,1.0
2000000.0,30,1.13,2000000.0,SEA,Byron Maxwell,CB,SEA,2018.0,1.0
2000000.0,37,1.13,2000000.0,BAL,Benjamin Watson,TE,NO,2018.0,1.0
2000000.0,29,1.13,2000000.0,ATL,Derrick Shelby,DE,ATL,2018.0,1.0
2000000.0,26,1.13,2000000.0,DEN,Billy Turner,G,DEN,2018.0,1.0
2000000.0,31,1.13,2000000.0,PHI,LeGarrette Blount,RB,DET,2018.0,1.0
2000000.0,26,1.13,2000000.0,CHI,Cairo Santos,K,NYJ,2018.0,1.0
1983000.0,30,1.12,1983000.0,DAL,Dan Bailey,K,MIN,2018.0,1.0
1950000.0,31,1.1,1950000.0,DEN,Clinton McDonald,DE,OAK,2018.0,1.0
1907000.0,27,1.08,1907000.0,TEN,Quinton Spain,G,TEN,2018.0,1.0
1900000.0,31,1.07,1900000.0,TEN,Eric Decker,WR,NE,2018.0,1.0
1850000.0,26,1.04,1850000.0,LAR,Dominique Easley,DT,LAR,2018.0,1.0
1800000.0,29,1.02,1800000.0,CHI,rnell McPhee,OLB,WAS,2018.0,1.0
1750000.0,31,0.99,1750000.0,CIN,Brandon LaFell,WR,OAK,2018.0,1.0
1750000.0,27,0.99,1750000.0,DEN,C.J. Anderson,RB,CAR,2018.0,1.0
1750000.0,28,0.99,1750000.0,ARI,Justin Bethel,CB,ATL,2018.0,1.0
1750000.0,27,0.99,1750000.0,IND,Pierre Desir,CB,IND,2018.0,1.0
1715000.0,33,0.97,1715000.0,PHI,Corey Graham,FS,PHI,2018.0,1.0
1600000.0,29,0.9,1600000.0,DAL,yron Bell,RT,GB,2018.0,1.0
797500.0,27,0.45,1595000.0,HOU,Xavier Su'a-Filo,G,DAL,2018.0,2.0
1525000.0,30,0.86,1525000.0,WAS,Terrell McClain,DT,ATL,2018.0,1.0
1500000.0,27,0.85,1500000.0,NO,Kenny Vaccaro,SS,TEN,2018.0,1.0
1500000.0,29,0.85,1500000.0,TB,J.R. Sweezy,G,SEA,2018.0,1.0
1500000.0,26,0.85,1500000.0,LAC,Tre Boston,FS,ARI,2018.0,1.0
1500000.0,35,0.85,1500000.0,KC,Derrick Johnson,ILB,OAK,2018.0,1.0
1500000.0,29,0.85,1500000.0,CAR,Charles Johnson,WR,NYJ,2018.0,1.0
1500000.0,27,0.85,1500000.0,ATL,Levine Toilolo,TE,DET,2018.0,1.0
1500000.0,28,0.85,1500000.0,CHI,Marcus Cooper,CB,CHI,2018.0,1.0
1500000.0,27,0.85,1500000.0,NE,LaAdrian Waddle,RT,NE,2018.0,1.0
1500000.0,26,0.85,1500000.0,IND,Jack Mewhort,G,IND,2018.0,1.0
1500000.0,27,0.85,1500000.0,NYG,D.J. Fluker,G,SEA,2018.0,1.0
1500000.0,29,0.85,1500000.0,OAK,Marshall Newhouse,RT,BUF,2018.0,1.0
1500000.0,25,0.85,1500000.0,CIN,Jeremy Hill,RB,NE,2018.0,1.0
1500000.0,27,0.85,1500000.0,CHI,Pat O'Donnell,P,CHI,2018.0,1.0
1500000.0,28,0.85,1500000.0,HOU,Tom Savage,QB,NO,2018.0,1.0
1500000.0,26,0.85,1500000.0,LAC,Adrian Phillips,FS,LAC,2018.0,1.0
1475000.0,29,0.83,1475000.0,TB,Doug Martin,RB,OAK,2018.0,1.0
1425000.0,26,0.8,1425000.0,SEA,Marcus Smith,DE,SEA,2018.0,1.0
1415000.0,31,0.8,1415000.0,WAS,Orlando Scandrick,CB,KC,2018.0,1.0
1400000.0,35,0.79,1400000.0,PHI,Darren Sproles,RB,PHI,2018.0,1.0
1400000.0,30,0.79,1400000.0,MIN,Marcus Sherels,CB,MIN,2018.0,1.0
1400000.0,27,0.79,1400000.0,TB,Kevin Pamphile,G,TEN,2018.0,1.0
1390000.0,26,0.78,1390000.0,SF,Eric Reid,SS,CAR,2018.0,1.0
1365000.0,25,0.77,1365000.0,SF,Jeremiah Attaochu,OLB,NYJ,2018.0,1.0
1350000.0,27,0.76,1350000.0,DAL,Benson Mayowa,DE,ARI,2018.0,1.0
1350000.0,25,0.76,1350000.0,SEA,Mike Davis,RB,SEA,2018.0,1.0
1315000.0,31,0.74,1315000.0,MIA,Sam Young,LT,MIA,2018.0,1.0
1300000.0,26,0.73,1300000.0,SF,Dontae Johnson,CB,SEA,2018.0,1.0
1250000.0,29,0.71,1250000.0,DAL,Dez Bryant,WR,NO,2018.0,1.0
1250000.0,29,0.71,1250000.0,PIT,J.J. Wilcox,FS,NYJ,2018.0,1.0
1250000.0,27,0.71,1250000.0,CAR,Russell Shepard,WR,NYG,2018.0,1.0
1250000.0,28,0.71,1250000.0,WAS,Will Compton,ILB,TEN,2018.0,1.0
1250000.0,27,0.71,1250000.0,GB,eff Janis,WR,CLE,2018.0,1.0
1250000.0,27,0.71,1250000.0,NYG,Kerry Wynn,DE,NYG,2018.0,1.0
1250000.0,28,0.71,1250000.0,SF,ornellius Carradine,DE,OAK,2018.0,1.0
1250000.0,27,0.71,1250000.0,HOU,Bruce Ellington,WR,HOU,2018.0,1.0
1240000.0,25,0.7,1240000.0,HOU,Angelo Blackson,DE,HOU,2018.0,1.0
1200000.0,26,0.68,1200000.0,MIA,Damien Williams,RB,KC,2018.0,1.0
1200000.0,27,0.68,1200000.0,DET,Brandon Copeland,OLB,NYJ,2018.0,1.0
1105000.0,36,0.62,1105000.0,SEA,Jon Ryan,P,BUF,2018.0,1.0
1105000.0,34,0.62,1105000.0,NYG,Brandon Marshall,WR,SEA,2018.0,1.0
1105000.0,39,0.62,1105000.0,MIN,Terence Newman,CB,MIN,2018.0,1.0
1105000.0,36,0.62,1105000.0,TEN,Matt Cassel,QB,DET,2018.0,1.0
1105000.0,35,0.62,1105000.0,IND,Frank Gore,RB,MIA,2018.0,1.0
1105000.0,37,0.62,1105000.0,DAL,.P. Ladouceur,LS,DAL,2018.0,1.0
1105000.0,34,0.62,1105000.0,MIA,Jermon Bushrod,T,NO,2018.0,1.0
1073530.0,35,0.61,1073530.0,CAR,Derek Anderson,QB,BUF,2018.0,1.0
1050000.0,29,0.59,1050000.0,NYG,Shane Vereen,RB,NO,2018.0,1.0
1050000.0,28,0.59,1050000.0,CHI,Benny Cunningham,RB,CHI,2018.0,1.0
1050000.0,26,0.59,1050000.0,DET,ach Zenner,RB,DET,2018.0,1.0
1040000.0,34,0.59,1040000.0,ARI,Frostee Rucker,DE,OAK,2018.0,1.0
1015000.0,31,0.57,1015000.0,DEN,Jamaal Charles,RB,JAC,2018.0,1.0
1015000.0,38,0.57,1015000.0,PHI,Donnie Jones,P,LAC,2018.0,1.0
1015000.0,34,0.57,1015000.0,CIN,Adam-Pacman Jones,CB,DEN,2018.0,1.0
1015000.0,32,0.57,1015000.0,NYG,Dominique Rodgers-Cromartie,CB,OAK,2018.0,1.0
1015000.0,33,0.57,1015000.0,ARI,Adrian Peterson,RB,WAS,2018.0,1.0
1015000.0,33,0.57,1015000.0,TEN,Erik Walden,OLB,SEA,2018.0,1.0
1015000.0,36,0.57,1015000.0,CHI,Mike Nugent,K,OAK,2018.0,1.0
1015000.0,30,0.57,1015000.0,BUF,Brandon Tate,WR,NO,2018.0,1.0
1015000.0,32,0.57,1015000.0,ATL,Ahtyba Rubin,DT,OAK,2018.0,1.0
1015000.0,39,0.57,1015000.0,MIA,John Denney,LS,MIA,2018.0,1.0
1005000.0,31,0.57,1005000.0,NE,Ricky Jean Francois,DT,DET,2018.0,1.0
1005000.0,29,0.57,1005000.0,GB,Davon House,CB,GB,2018.0,1.0
1005000.0,31,0.57,1005000.0,BUF,Joe Webb,QB,HOU,2018.0,1.0
1005000.0,30,0.57,1005000.0,NYG,Dwayne Harris,WR,OAK,2018.0,1.0
1005000.0,33,0.57,1005000.0,SF,Leon Hall,CB,OAK,2018.0,1.0
1005000.0,30,0.57,1005000.0,ATL,Andre Roberts,WR,NYJ,2018.0,1.0
1005000.0,31,0.57,1005000.0,SF,Logan Paulsen,TE,ATL,2018.0,1.0
1005000.0,31,0.57,1005000.0,BUF,Ramon Humber,OLB,BUF,2018.0,1.0
1005000.0,32,0.57,1005000.0,HOU, Johnson,QB,OAK,2018.0,1.0
1005000.0,31,0.57,1005000.0,BUF,Shareece Wright,CB,OAK,2018.0,1.0
1005000.0,29,0.57,1005000.0,DET,Nick Bellore,FB,DET,2018.0,1.0
1000000.0,34,0.56,1000000.0,SEA,Tom Johnson,DT,MIN,2018.0,1.0
1000000.0,27,0.56,1000000.0,TB,Charles Sims,RB,TB,2018.0,1.0
1000000.0,26,0.56,1000000.0,NO,Brandon Coleman,WR,NO,2018.0,1.0
1000000.0,26,0.56,1000000.0,BUF,Jordan Matthews,WR,NE,2018.0,1.0
1000000.0,27,0.56,1000000.0,ATL,Kemal Ishmael,SS,ATL,2018.0,1.0
1000000.0,28,0.56,1000000.0,CHI,Kendall Wright,WR,MIN,2018.0,1.0
1000000.0,26,0.56,1000000.0,CAR,LaDarius Gunter,CB,CAR,2018.0,1.0
1000000.0,28,0.56,1000000.0,OAK,E.J. Manuel,QB,OAK,2018.0,1.0
1000000.0,30,0.56,1000000.0,MIN,Kai Forbath,K,MIN,2018.0,1.0
990000.0,27,0.56,990000.0,CIN,Ryan Hewitt,FB,IND,2018.0,1.0
962500.0,27,0.54,962500.0,IND,John Simon,DE,NE,2018.0,1.0
950000.0,28,0.54,950000.0,CHI,Earl Watford,G,CLE,2018.0,1.0
940000.0,25,0.53,940000.0,ARI,Troy Niklas,TE,NE,2018.0,1.0
915000.0,31,0.52,915000.0,PIT,ke Mitchell,FS,IND,2018.0,1.0
915000.0,30,0.52,915000.0,NYJ,Bruce Carter,OLB,ATL,2018.0,1.0
915000.0,32,0.52,915000.0,HOU,hris Clark,LT,CAR,2018.0,1.0
915000.0,28,0.52,915000.0,NO,Sterling Moore,CB,DET,2018.0,1.0
915000.0,31,0.52,915000.0,NO,John Phillips,TE,NO,2018.0,1.0
915000.0,30,0.52,915000.0,BUF,Cedric Thornton,DT,SF,2018.0,1.0
915000.0,30,0.52,915000.0,PIT,Arthur Moats,OLB,ARI,2018.0,1.0
915000.0,30,0.52,915000.0,IND,Michael Person,G,SF,2018.0,1.0
900000.0,29,0.51,900000.0,CHI,Tom Compton,G,MIN,2018.0,1.0
900000.0,29,0.51,900000.0,HOU,Brian Peters,ILB,HOU,2018.0,1.0
880000.0,26,0.5,880000.0,WAS,shaud Breeland,CB,GB,2018.0,1.0
880000.0,28,0.5,880000.0,CIN,George Iloka,FS,MIN,2018.0,1.0
880000.0,27,0.5,880000.0,CHI,Markus Wheaton,WR,PHI,2018.0,1.0
880000.0,27,0.5,880000.0,HOU,Alfred Blue,RB,HOU,2018.0,1.0
880000.0,27,0.5,880000.0,NYJ,David Bass,DE,NYJ,2018.0,1.0
880000.0,29,0.5,880000.0,SEA,Austin Davis,QB,SEA,2018.0,1.0
880000.0,32,0.5,880000.0,WAS,Tony Bergstrom,C,WAS,2018.0,1.0
880000.0,27,0.5,880000.0,SEA,Terence Garvin,ILB,MIA,2018.0,1.0
880000.0,27,0.5,880000.0,BAL,Michael Campanaro,WR,TEN,2018.0,1.0
880000.0,27,0.5,880000.0,CIN,Kevin Minter,ILB,NYJ,2018.0,1.0
880000.0,29,0.5,880000.0,CHI,ohn Jenkins,DT,CHI,2018.0,1.0
880000.0,27,0.5,880000.0,NYJ,akota Dozier,LT,NYJ,2018.0,1.0
880000.0,28,0.5,880000.0,NYG,Tavarres King,WR,MIN,2018.0,1.0
880000.0,27,0.5,880000.0,NYG,Nat Berhe,SS,PIT,2018.0,1.0
880000.0,26,0.5,880000.0,MIA,Terrence Fede,DE,BUF,2018.0,1.0
880000.0,27,0.5,880000.0,BAL,Luke Bowanko,C,NE,2018.0,1.0
880000.0,26,0.5,880000.0,GB,ichard Rodgers,TE,PHI,2018.0,1.0
880000.0,28,0.5,880000.0,DET,Paul Worrilow,OLB,PHI,2018.0,1.0
880000.0,26,0.5,880000.0,PHI,Jaylen Watkins,CB,LAC,2018.0,1.0
880000.0,27,0.5,880000.0,KC,Phillip Gaines,CB,BUF,2018.0,1.0
880000.0,27,0.5,880000.0,NYJ,Wesley Johnson,C,DET,2018.0,1.0
880000.0,34,0.5,880000.0,TEN,Brandon Weeden,QB,HOU,2018.0,1.0
880000.0,27,0.5,880000.0,NYJ,Jonotthan Harrison,C,NYJ,2018.0,1.0
880000.0,24,0.5,880000.0,CLE,cus Martin,G,DAL,2018.0,1.0
880000.0,29,0.5,880000.0,CAR,Amini Silatolu,G,CAR,2018.0,1.0
880000.0,29,0.5,880000.0,NO,Jonathan Freeny,OLB,DET,2018.0,1.0
880000.0,26,0.5,880000.0,DAL, Benwikere,CB,ARI,2018.0,1.0
880000.0,27,0.5,880000.0,DEN,Brock Osweiler,QB,MIA,2018.0,1.0
